URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://api-spotlight-aeun1a.smoot.apple.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64043,api-spotlight-aeun1a.smoot.apple.com/16.170.124.74,443,,09 Mar 2026 01:04:03,,,,200237,55,50,83,,,,0.285,,,3132,0,3197,260,0,50669,,
https://api.gumroad.com,COMPLETE,200,https,CONNECT,,/192.168.0.33,64094,api.gumroad.com/104.17.176.98,443,,09 Mar 2026 01:05:22,,,09 Mar 2026 01:05:29,7008,4,19,44,,,,1.808,,,3054,0,976,2436,0,6209,,
https://query.ess.apple.com,COMPLETE,200,https,CONNECT,,/192.168.0.33,64095,query.ess.apple.com/17.138.222.1,443,,09 Mar 2026 01:05:25,,,09 Mar 2026 01:05:25,539,52,132,145,,,,30.909,,,3090,0,5643,260,0,7667,,
https://eu-api-alexa.amazon.co.uk,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,49393,eu-api-alexa.amazon.co.uk/18.172.91.147,443,,09 Mar 2026 01:05:26,,,,116708,46,28,168,,,,1.644,,,3074,0,134324,2436,0,52059,,
https://session.prod.bugsnag.alexa-mobile.amazon.dev,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64096,session.prod.bugsnag.alexa-mobile.amazon.dev/100.22.63.132,443,,09 Mar 2026 01:05:26,,,,116706,41,192,,,,,0.013,,,1553,0,0,,0,0,,
https://alexa.amazon.co.uk,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64097,alexa.amazon.co.uk/18.172.91.147,443,,09 Mar 2026 01:05:26,,,,116691,28,37,,,,,0.013,,,1527,0,0,,0,0,,
https://api.eu.amazonalexa.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,49394,api.eu.amazonalexa.com/3.173.175.152,443,,09 Mar 2026 01:05:27,,,,116380,66,34,,,,,0.013,,,1531,0,0,,0,0,,
https://alexa-comms-mobile-service.amazon.com,RECEIVING_RESPONSE_BODY,200,https,CONNECT,,/192.168.0.33,64098,alexa-comms-mobile-service.amazon.com/18.172.89.69,443,,09 Mar 2026 01:05:27,,,,116222,83,22,121,,,,0.142,,,3098,0,3263,2436,0,7767,,
https://bob-dispatch-prod-eu.amazon.com,RECEIVING_RESPONSE_BODY,200,https,CONNECT,,/192.168.0.33,49395,bob-dispatch-prod-eu.amazon.com/51.94.8.37,443,,09 Mar 2026 01:05:27,,,,116159,49,39,72,,,,0.136,,,3086,0,3533,260,0,8935,,
https://arcus-uswest.amazon.com,COMPLETE,200,https,CONNECT,,/192.168.0.33,64099,arcus-uswest.amazon.com/44.225.45.107,443,,09 Mar 2026 01:05:27,,,09 Mar 2026 01:05:28,950,22,190,415,,,,31.888,,,8099,0,665,21171,0,359,,
https://5f922c02542503bbafa5edf7feaaeef74470773022c658e6676e63b5502d59e.us-east-1.prod.service.minerva.devices.a2z.com,COMPLETE,200,https,CONNECT,,/192.168.0.33,64100,5f922c02542503bbafa5edf7feaaeef74470773022c658e6676e63b5502d59e.us-east-1.prod.service.minerva.devices.a2z.com/13.216.120.39,443,,09 Mar 2026 01:05:27,,,09 Mar 2026 01:05:30,2824,38,152,342,,,,42.558,,,8534,0,89890,21376,0,386,,
https://dttijy4dc6foz.cloudfront.net,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64102,dttijy4dc6foz.cloudfront.net/3.162.19.198,443,,09 Mar 2026 01:05:27,,,,115712,35,17,,,,,0.013,,,1537,0,0,,0,0,,
https://trace.prod.bugsnag.alexa-mobile.amazon.dev,RECEIVING_RESPONSE_BODY,200,https,CONNECT,,/192.168.0.33,64101,trace.prod.bugsnag.alexa-mobile.amazon.dev/44.241.220.186,443,,09 Mar 2026 01:05:27,,,,115712,41,192,214,,,,0.249,,,3108,0,20740,260,0,4804,,
https://m.media-amazon.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64103,m.media-amazon.com/3.173.179.151,443,,09 Mar 2026 01:05:27,,,,115699,24,20,,,,,0.013,,,1524,0,0,,0,0,,
https://eu-api-alexa.amazon.co.uk,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,49396,eu-api-alexa.amazon.co.uk/18.172.91.147,443,,09 Mar 2026 01:05:27,,,,115652,5,17,63,,,,1.636,,,3074,0,12997,2436,0,170739,,
https://m.media-amazon.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64104,m.media-amazon.com/3.173.179.151,443,,09 Mar 2026 01:05:27,,,,115597,4,23,,,,,0.013,,,1524,0,0,,0,0,,
https://m.media-amazon.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64106,m.media-amazon.com/3.173.179.151,443,,09 Mar 2026 01:05:27,,,,115596,21,23,,,,,0.013,,,1524,0,0,,0,0,,
https://m.media-amazon.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64105,m.media-amazon.com/3.173.179.151,443,,09 Mar 2026 01:05:27,,,,115596,22,22,,,,,0.013,,,1524,0,0,,0,0,,
https://clients3.google.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.0.33,64107,clients3.google.com/142.251.29.138,443,,09 Mar 2026 01:05:27,,,,115568,14,27,,,,,0.013,,,1528,0,0,,0,0,,
